Commodity,Attribute,Country,1961/1962,1962/1963,1963/1964,1964/1965,1965/1966,1966/1967,1967/1968,1968/1969,1969/1970,1970/1971,1971/1972,1972/1973,1973/1974,1974/1975,1975/1976,1976/1977,1977/1978,1978/1979,1979/1980,1980/1981,1981/1982,1982/1983,1983/1984,1984/1985,1985/1986,1986/1987,1987/1988,1988/1989,1989/1990,1990/1991,1991/1992,1992/1993,1993/1994,1994/1995,1995/1996,1996/1997,1997/1998,1998/1999,1999/2000,2000/2001,2001/2002,2002/2003,2003/2004,2004/2005,2005/2006,2006/2007,2007/2008,2008/2009,2009/2010,2010/2011,2011/2012,2012/2013,2013/2014,2014/2015,2015/2016,2016/2017,2017/2018,2018/2019,2019/2020,2020/2021,2021/2022,2022/2023,2023/2024,Unit Description
,,Portugal,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Russia,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Saudi Arabia,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Sierra Leone,0,0,0,0.0,0.0,13.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Singapore,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,South Africa,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Spain,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Sweden,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Switzerland,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Thailand,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Togo,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Turkey,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Union of Soviet Socialist Repu,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,United Kingdom,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,United States,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,Domestic Consumption,Belgium-Luxembourg,0,0,0,14.0,11.0,5.0,10.0,7.0,9,5,5,2,6,4,2,3,2,3,2,3,6,3,2,4,8,3,10,10,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Benin,0,0,1,1.0,4.0,3.0,3.0,0.0,4,0,9,8,10,20,26,28,23,22,24,21,27,27,27,27,27,27,27,27,27.0,33.0,32.0,9.0,9.0,9.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Brazil,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,5,6,8,14,15.0,15.0,15.0,15.0,15.0,15.0,18.0,20.0,21.0,30.0,54.0,47.0,51.0,46.0,49.0,59.0,79.0,105.0,121.0,152.0,212.0,186.0,201.0,213.0,242.0,231.0,227.0,255.0,253.0,260.0,278.0,309.0,291.0,283.0,316.0,(1000 MT)
,,Cameroon,9,8,9,12.0,8.0,13.0,11.0,11.0,14,18,22,22,16,22,15,16,18,16,19,21,19,23,14,21,20,20,20,20,20.0,20.0,20.0,20.0,20.0,23.0,24.0,29.0,20.0,26.0,29.0,30.0,30.0,30.0,30.0,31.0,31.0,39.0,38.0,39.0,40.0,53.0,60.0,61.0,59.0,59.0,66.0,61.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,(1000 MT)
,,Canada,0,0,0,5.0,4.0,6.0,6.0,7.0,5,5,6,6,4,5,10,7,7,9,9,9,11,10,10,11,11,10,20,20,15.0,16.0,17.0,13.0,14.0,14.0,11.0,14.0,9.0,7.0,9.0,9.0,8.0,10.0,10.0,15.0,21.0,21.0,21.0,17.0,13.0,8.0,5.0,5.0,7.0,7.0,8.0,14.0,10.0,16.0,14.0,14.0,16.0,15.0,15.0,(1000 MT)
,,China,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,1,8,15.0,15.0,15.0,15.0,15.0,15.0,10.0,7.0,9.0,15.0,19.0,103.0,97.0,139.0,150.0,225.0,247.0,391.0,369.0,451.0,438.0,421.0,476.0,620.0,495.0,578.0,560.0,595.0,701.0,890.0,783.0,638.0,523.0,747.0,750.0,(1000 MT)
,,Colombia,0,0,0,0.0,1.0,1.0,1.0,2.0,3,4,4,5,4,6,5,6,8,7,8,8,8,10,11,11,14,14,17,20,20.0,20.0,23.0,24.0,25.0,13.0,28.0,27.0,28.0,29.0,28.0,30.0,31.0,31.0,34.0,35.0,37.0,38.0,38.0,36.0,38.0,39.0,41.0,41.0,42.0,42.0,42.0,58.0,61.0,60.0,58.0,60.0,61.0,55.0,61.0,(1000 MT)
,,Congo (Kinshasa),0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,15.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,15.0,19.0,19.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,(1000 MT)
,,Costa Rica,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,6.0,7.0,8.0,7.0,4.0,4.0,6.0,5.0,6.0,9.0,3.0,5.0,4.0,4.0,10.0,3.0,7.0,4.0,6.0,7.0,3.0,14.0,9.0,5.0,6.0,4.0,3.0,5.0,5.0,7.0,25.0,22.0,22.0,(1000 MT)
,,Cote d'Ivoire,1,3,1,0.0,6.0,4.0,5.0,9.0,3,0,0,0,0,0,0,6,0,4,1,4,0,0,0,0,4,3,5,5,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,8.0,13.0,10.0,10.0,11.0,12.0,13.0,13.0,13.0,13.0,15.0,16.0,18.0,19.0,26.0,25.0,25.0,24.0,27.0,32.0,33.0,35.0,35.0,35.0,41.0,35.0,(1000 MT)
,,Denmark,0,0,0,5.0,6.0,4.0,7.0,9.0,7,10,6,8,10,7,8,13,10,9,11,16,15,12,12,14,16,15,14,15,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Dominican Republic,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Ecuador,0,0,0,0.0,0.0,0.0,4.0,2.0,2,1,1,1,5,2,12,3,3,6,4,5,6,6,5,6,8,8,6,5,9.0,10.0,11.0,11.0,12.0,14.0,13.0,14.0,16.0,18.0,17.0,17.0,17.0,17.0,14.0,21.0,21.0,35.0,38.0,41.0,36.0,47.0,38.0,33.0,30.0,43.0,42.0,37.0,36.0,40.0,41.0,43.0,44.0,44.0,44.0,(1000 MT)
,,EU-15,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,329.0,404.0,402.0,322.0,405.0,427.0,411.0,535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,European Union,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,446.0,605.0,613.0,647.0,643.0,623.0,624.0,623.0,626.0,564.0,547.0,579.0,616.0,615.0,662.0,660.0,683.0,664.0,668.0,686.0,688.0,608.0,575.0,575.0,(1000 MT)
,,France,0,0,0,35.0,28.0,29.0,27.0,27.0,37,37,40,31,22,27,19,22,19,19,21,13,37,36,15,12,20,20,24,21,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,German Democratic Republic,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,6,6,3,3,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Germany,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,"Germany, Federal Republic of",0,0,0,71.0,72.0,42.0,60.0,55.0,56,59,32,33,47,36,24,30,16,24,39,32,26,73,79,71,73,83,116,177,150.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Ghana,6,5,6,10.0,13.0,16.0,16.0,16.0,17,14,15,15,16,16,16,15,14,14,14,14,15,16,17,17,17,17,17,17,17.0,17.0,17.0,17.0,17.0,16.0,17.0,18.0,16.0,17.0,17.0,16.0,16.0,33.0,33.0,34.0,34.0,35.0,34.0,39.0,43.0,27.0,29.0,6.0,4.0,20.0,19.0,30.0,28.0,36.0,30.0,36.0,34.0,35.0,36.0,(1000 MT)
,,Guatemala,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,9.0,7.0,6.0,6.0,5.0,10.0,9.0,6.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,5.0,5.0,5.0,(1000 MT)
,,Guinea,0,0,0,6.0,7.0,7.0,8.0,9.0,10,10,12,10,11,12,13,11,14,13,9,14,11,11,11,13,15,15,15,16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,20.0,21.0,21.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,(1000 MT)
,,Guinea-Bissau,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,(1000 MT)
,,Honduras,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,3.0,8.0,8.0,9.0,9.0,9.0,10.0,12.0,14.0,15.0,16.0,16.0,16.0,18.0,18.0,17.0,18.0,23.0,24.0,23.0,19.0,23.0,24.0,27.0,28.0,30.0,33.0,33.0,32.0,30.0,30.0,30.0,29.0,(1000 MT)
,,Hungary,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,India,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,18,1,4,0,0,9,1,2,1,2.0,1.0,1.0,1.0,3.0,5.0,4.0,9.0,10.0,30.0,28.0,57.0,45.0,108.0,108.0,120.0,108.0,148.0,141.0,214.0,204.0,156.0,158.0,325.0,220.0,235.0,129.0,99.0,143.0,176.0,144.0,182.0,129.0,155.0,171.0,(1000 MT)
,,Indonesia,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,1,4,9,30,32,40,42,60,70,62,26,100,42,80,89,95.0,125.0,150.0,145.0,160.0,162.0,230.0,270.0,182.0,398.0,517.0,559.0,423.0,570.0,599.0,630.0,663.0,592.0,688.0,678.0,861.0,1120.0,1479.0,1626.0,2030.0,2110.0,2100.0,2350.0,2700.0,2950.0,3075.0,3300.0,3675.0,3750.0,3860.0,(1000 MT)
,,Iran,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,10.0,7.0,10.0,11.0,14.0,4.0,5.0,8.0,10.0,8.0,5.0,5.0,4.0,4.0,4.0,(1000 MT)
,,Ireland,0,0,0,1.0,2.0,2.0,2.0,2.0,1,2,1,3,3,1,2,2,1,2,3,2,2,3,4,3,4,4,4,3,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Italy,0,0,0,11.0,10.0,10.0,7.0,8.0,10,14,16,10,16,12,12,5,4,5,5,4,5,7,8,18,12,13,16,22,22.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Japan,0,0,0,11.0,12.0,10.0,12.0,15.0,17,18,10,8,3,8,7,10,9,12,15,16,16,19,16,21,21,35,43,44,42.0,31.0,47.0,57.0,51.0,52.0,57.0,55.0,55.0,52.0,54.0,50.0,49.0,53.0,49.0,53.0,56.0,68.0,70.0,68.0,80.0,91.0,89.0,93.0,100.0,87.0,76.0,76.0,75.0,77.0,73.0,78.0,78.0,73.0,77.0,(1000 MT)
,,Liberia,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,2,1,1,2,0,2,2,0,3,4,4,4,6,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,(1000 MT)
,,Malaysia,0,0,0,7.0,10.0,13.0,11.0,19.0,28,44,14,5,0,0,0,27,0,0,0,0,3,3,17,44,56,70,117,80,112.0,154.0,171.0,376.0,533.0,612.0,623.0,667.0,706.0,760.0,815.0,778.0,943.0,1063.0,1021.0,1031.0,1137.0,1161.0,1311.0,1335.0,1530.0,1401.0,1447.0,1460.0,1418.0,1528.0,1260.0,1457.0,1504.0,1520.0,1331.0,1330.0,1182.0,1362.0,1325.0,(1000 MT)
,,Mexico,0,0,0,11.0,11.0,12.0,12.0,12.0,13,13,14,8,5,14,14,7,4,4,4,5,5,0,0,0,0,0,0,0,0.0,0.0,50.0,100.0,120.0,10.0,8.0,29.0,14.0,43.0,40.0,41.0,46.0,41.0,20.0,36.0,48.0,50.0,42.0,68.0,67.0,64.0,70.0,70.0,72.0,90.0,87.0,89.0,93.0,79.0,97.0,95.0,160.0,100.0,115.0,(1000 MT)
,,Mozambique,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,6,5,9,10,13,13,14,20,15,17,20,20.0,20.0,20.0,20.0,17.0,17.0,10.0,5.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Netherlands,0,0,0,36.0,40.0,31.0,33.0,48.0,57,47,53,51,51,58,67,62,61,67,76,71,79,79,77,89,89,86,62,87,91.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Nigeria,0,0,0,18.0,0.0,13.0,2.0,3.0,4,5,5,2,14,18,16,20,20,10,30,30,50,51,28,32,55,75,110,68,92.0,132.0,137.0,142.0,135.0,143.0,125.0,120.0,140.0,140.0,142.0,128.0,139.0,139.0,245.0,260.0,285.0,307.0,300.0,300.0,305.0,310.0,305.0,319.0,351.0,340.0,305.0,314.0,321.0,335.0,352.0,352.0,378.0,385.0,425.0,(1000 MT)
,,Papua New Guinea,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,4,4,9,9,11,15,9,6,3,5,6.0,6.0,4.0,5.0,6.0,3.0,4.0,4.0,4.0,6.0,6.0,15.0,5.0,2.0,2.0,3.0,2.0,5.0,5.0,16.0,15.0,14.0,10.0,15.0,16.0,11.0,0.0,9.0,16.0,8.0,16.0,18.0,12.0,9.0,13.0,(1000 MT)
,,Philippines,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,4,2,1,0,1,2,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,4.0,9.0,12.0,13.0,15.0,14.0,15.0,14.0,34.0,39.0,43.0,37.0,45.0,67.0,80.0,80.0,67.0,65.0,60.0,45.0,35.0,59.0,(1000 MT)
,,Poland,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,4,1,5,5,1,1,1,3,10,11,10,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Portugal,0,0,0,8.0,5.0,3.0,5.0,4.0,6,6,3,5,5,4,2,2,0,2,2,1,2,10,12,10,8,4,7,5,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Russia,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,9.0,11.0,23.0,40.0,39.0,47.0,45.0,66.0,59.0,41.0,43.0,50.0,53.0,56.0,55.0,53.0,52.0,62.0,69.0,90.0,70.0,83.0,85.0,(1000 MT)
,,Saudi Arabia,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,1,1,2,1,1,2,2,2,8,13,20,20,20.0,20.0,20.0,20.0,17.0,17.0,20.0,20.0,17.0,12.0,10.0,8.0,6.0,5.0,6.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,14.0,38.0,33.0,20.0,26.0,34.0,30.0,24.0,13.0,15.0,30.0,(1000 MT)
,,Sierra Leone,0,0,0,0.0,0.0,13.0,0.0,0.0,0,3,0,0,0,0,3,2,5,0,4,0,3,2,2,2,5,3,3,3,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,(1000 MT)
,,Singapore,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,7,7,24,13,17,20,25.0,25.0,25.0,25.0,20.0,15.0,17.0,10.0,15.0,9.0,11.0,31.0,30.0,26.0,18.0,30.0,5.0,3.0,18.0,12.0,9.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,(1000 MT)
,,South Africa,0,0,0,3.0,2.0,3.0,2.0,0.0,2,3,3,3,4,4,3,4,6,8,8,9,12,20,7,8,25,25,15,28,33.0,49.0,60.0,35.0,33.0,33.0,35.0,40.0,35.0,33.0,37.0,26.0,29.0,37.0,34.0,39.0,37.0,35.0,39.0,33.0,37.0,32.0,35.0,32.0,36.0,34.0,34.0,28.0,33.0,33.0,34.0,34.0,25.0,33.0,28.0,(1000 MT)
